証券コード	業種	会社名	平均年収	従業員数	平均年齢	平均勤続年数	情報公開日
8182	小売業	いなげや	"5,730,000 "	"9,953 "	41.5 	15.6 	2010/6/23
8183	上場廃止	セブンーイレブン・ジャパン	"6,062,598 "	"10,051 "	31.8 	7.4 	2005/5/30
8184	小売業	島忠	"4,264,000 "	"3,781 "	30.1 	4.1 	2009/11/27
8185	小売業	チヨダ	"4,806,161 "	"5,470 "	39.5 	16.7 	2010/5/21
8186	小売業	大塚家具	"4,731,164 "	"1,747 "	33.3 	8.8 	2010/3/26
8187	小売業	京樽	"5,454,570 "	"3,081 "	42.8 	20.3 	2010/3/29
8188	上場廃止	ヨークベニマル	"5,545,019 "	"10,289 "	35.9 	14.2 	2006/5/29
8190	小売業	ヤマナカ	"5,122,000 "	"3,549 "	41.7 	18.7 	2010/6/17
8191	卸売業	光製作所	"4,923,000 "	63 	39.9 	16.6 	2010/6/30
8192	上場廃止	シグマ・ゲイン	"6,312,802 "	4 	38.4 	2.3 	2010/2/26
8193	小売業	鈴丹	"4,625,000 "	"1,278 "	42.7 	19.5 	2010/5/13
8194	小売業	ライフコーポレーション	"5,008,849 "	"17,887 "	37.6 	12.3 	2010/5/28
8195	上場廃止	デニーズジャパン	"5,539,396 "	"13,184 "	34.0 	11.4 	2005/5/31
8196	小売業	カスミ	"5,000,000 "	"8,319 "	39.2 	15.0 	2010/5/27
8197	上場廃止	東急ストア	"5,305,820 "	"2,122 "	40.6 	19.2 	2008/5/23
8198	小売業	マックスバリュ東海	"5,461,867 "	"5,873 "	38.4 	9.5 	2010/5/24
8200	小売業	リンガーハット	"6,626,538 "	596 	44.1 	17.1 	2010/5/26
8201	小売業	さが美	"5,389,550 "	"1,543 "	41.9 	17.7 	2010/5/14
8202	小売業	ラオックス	"3,725,000 "	240 	41.8 	14.1 	2010/6/30
8203	小売業	ＭｒＭａｘ	"4,719,816 "	"2,453 "	35.2 	10.7 	2010/6/25
8204	上場廃止	ジョナサン	"5,515,255 "	"6,859 "	32.2 	9.0 	2004/3/30
8205	卸売業	シャクリー・グローバル・グループ					2010/6/23
8206	小売業	ステラ・グループ	"6,024,000 "	5 	38.6 	3.0 	2010/5/31
8207	小売業	テンアライド	"5,101,000 "	"3,792 "	37.3 	9.6 	2010/6/28
8208	小売業	エンチョー	"5,218,552 "	"1,095 "	39.2 	14.9 	2010/6/22
8209	小売業	フレンドリー	"4,380,000 "	"1,875 "	37.8 	11.8 	2010/6/25
8211	上場廃止	相鉄ローゼン	"5,403,000 "	"2,183 "	41.7 	19.9 	2009/5/29
8212	上場廃止	オーク	"6,120,000 "	438 	40.8 	18.8 	2003/5/27
8214	小売業	ＡＯＫＩホールディングス	"7,011,000 "	175 	42.8 	17.7 	2010/6/29
8215	小売業	銀座山形屋	"5,764,000 "	23 	50.9 	26.5 	2010/6/29
8216	小売業	どん	"4,797,577 "	"3,073 "	35.1 	9.8 	2010/5/26
8217	小売業	オークワ	"4,983,517 "	"9,038 "	42.8 	15.3 	2010/5/14
8218	小売業	コメリ	"4,172,606 "	"6,922 "	31.5 	7.2 	2010/6/30
8219	小売業	青山商事	"4,506,000 "	"5,153 "	32.8 	8.7 	2010/6/30
8225	卸売業	タカチホ	"4,394,387 "	313 	41.6 	13.4 	2010/6/30
8226	卸売業	理経	"5,341,000 "	170 	42.2 	13.9 	2010/6/30
8227	小売業	しまむら	"5,743,000 "	"11,421 "	38.3 	10.8 	2010/5/17
8228	卸売業	マルイチ産商	"5,538,393 "	916 	38.9 	14.8 	2010/6/22
8229	小売業	ＣＦＳコーポレーション	"5,854,328 "	"5,104 "	36.0 	10.7 	2010/5/18
8230	小売業	はせがわ	"4,615,000 "	"1,096 "	40.3 	11.1 	2010/6/23
8232	上場廃止	東急百貨店	"3,826,000 "	"3,727 "	36.9 	11.7 	2005/4/27
8233	小売業	高島屋	"6,481,000 "	"11,631 "	43.8 	22.3 	2010/5/27
8234	上場廃止	大丸	"6,553,000 "	"5,096 "	43.8 	22.4 	2007/5/25
8235	上場廃止	松坂屋	"6,140,783 "	"4,580 "	41.9 	20.7 	2006/5/31
8236	上場廃止	丸善	"5,209,228 "	"3,595 "	40.5 	16.6 	2010/4/28
8237	小売業	松屋	"5,232,000 "	"1,221 "	42.4 	18.6 	2010/5/28
8238	上場廃止	伊勢丹	"7,211,530 "	"7,547 "	41.6 	20.6 	2008/6/20
8241	上場廃止	阪神百貨店	"5,762,908 "	"1,403 "	42.3 	20.0 	2005/6/29
8242	小売業	エイチ・ツー・オー　リテイリング	"7,981,000 "	57 	44.2 	21.9 	2010/6/24
8244	小売業	近鉄百貨店	"3,751,000 "	"5,263 "	39.5 	16.8 	2010/5/28
8245	小売業	丸栄	"4,517,000 "	526 	43.1 	20.7 	2010/5/27
8246	上場廃止	岩田屋	"4,721,000 "	"1,818 "	44.5 	21.7 	2009/6/22
8247	小売業	大和	"2,782,400 "	"1,274 "	40.4 	11.4 	2010/5/28
8248	小売業	ニッセンホールディングス	"6,568,000 "	104 	41.3 	11.2 	2010/3/19
8249	卸売業	テクノアソシエ	"5,498,940 "	"1,140 "	38.0 	13.3 	2010/6/18
8250	上場廃止	小松ストアー	"4,019,607 "	11 	53.7 	14.0 	2007/6/20
8251	小売業	パルコ	"7,014,683 "	703 	39.5 	11.4 	2010/5/31
8252	小売業	丸井グループ	"6,808,400 "	251 	42.6 	18.7 	2010/6/29
8253	その他金融業	クレディセゾン	"5,362,438 "	"3,512 "	33.9 	9.6 	2010/6/25
8254	小売業	さいか屋	"3,443,582 "	"1,190 "	37.1 	15.0 	2010/5/28
8255	小売業	原信ナルスホールディングス	"6,229,194 "	103 	45.7 	2.2 	2010/6/25
8256	卸売業	プロルート丸光	"4,903,408 "	527 	41.6 	17.4 	2010/6/17
8257	小売業	山陽百貨店	"3,294,929 "	496 	39.0 	14.9 	2010/5/28
8258	その他金融業	セディナ	"5,561,716 "	"5,982 "	37.5 	12.1 	2010/6/23
8259	上場廃止	十字屋	"4,244,906 "	838 	44.6 	19.6 	2005/5/27
8260	小売業	井筒屋	"3,268,746 "	"1,340 "	44.3 	15.4 	2010/5/28
8263	小売業	ダイエー	"5,312,520 "	"25,146 "	43.2 	20.6 	2010/5/26
8264	上場廃止	イトーヨーカ堂	"5,784,643 "	"43,013 "	39.1 	16.9 	2008/5/30
8266	小売業	イズミヤ	"5,566,055 "	"7,967 "	37.4 	14.7 	2010/5/27
8267	小売業	イオン	"9,145,455 "	403 	44.8 	17.2 	2010/5/14
8268	上場廃止	西友	"6,090,000 "	"17,283 "	43.8 	15.9 	2008/3/28
8270	小売業	ユニー	"5,861,412 "	"29,958 "	41.2 	18.7 	2010/5/18
8273	小売業	イズミ	"4,975,558 "	"7,466 "	35.4 	11.0 	2010/5/28
8274	小売業	東武ストア	"4,888,660 "	"5,040 "	39.2 	14.2 	2010/5/28
8275	卸売業	フォーバル	"4,977,713 "	463 	35.0 	9.2 	2010/6/25
8276	小売業	平和堂	"5,239,000 "	"10,540 "	38.7 	16.0 	2010/5/14
8278	小売業	フジ	"4,152,000 "	"9,167 "	35.5 	14.0 	2010/5/21
8279	小売業	ヤオコー	"5,000,000 "	"5,969 "	35.9 	9.3 	2010/6/22
8281	小売業	ゼビオ	"4,646,000 "	"4,287 "	36.0 	12.2 	2010/6/29
8282	小売業	ケーズホールディングス	"4,658,000 "	"3,471 "	34.4 	8.8 	2010/6/25
8283	上場廃止	パルタック	"6,019,177 "	"7,618 "	44.0 	15.4 	2010/6/25
8285	卸売業	三谷産業	"5,385,146 "	495 	37.0 	9.6 	2010/6/25
8287	小売業	マックスバリュ西日本	"5,806,767 "	"9,215 "	40.1 	14.3 	2010/5/12
8289	小売業	オリンピック	"5,002,286 "	68 	45.6 	15.8 	2010/5/27
8290	上場廃止	デンコードー	"5,260,000 "	"2,406 "	37.3 	14.0 	2007/6/27
8291	小売業	東日カーライフグループ	"5,292,000 "	28 	45.0 	15.0 	2010/6/24
8293	小売業	ＡＴグループ	"7,017,000 "	41 	45.3 	23.5 	2010/6/25
8298	小売業	ファミリー	"3,796,000 "	177 	34.8 	7.0 	2010/6/24
8299	上場廃止	大栄太源	"5,575,961 "	807 	41.1 	18.8 	2007/6/29
8303	銀行業	新生銀行	"8,491,000 "	"1,793 "	38.7 	11.1 	2010/6/23
8304	銀行業	あおぞら銀行	"8,012,000 "	"1,820 "	39.5 	13.4 	2010/6/28
8305	上場廃止	みずほホールディングス	"11,128,000 "	45 	42.9 	20.5 	2004/6/29
8306	銀行業	三菱ＵＦＪフィナンシャル・グループ	"10,846,000 "	"1,008 "	40.0 	15.8 	2010/6/29
8307	上場廃止	ユーエフジェイホールディングス	"9,480,000 "	116 	38.9 	16.1 	2005/6/30
8308	銀行業	りそなホールディングス	"9,005,000 "	523 	42.5 	18.3 	2010/6/28
8309	銀行業	中央三井トラスト・ホールディングス	"9,780,000 "	110 	40.8 	15.5 	2010/6/30
8316	銀行業	三井住友フィナンシャルグループ	"12,944,000 "	183 	40.8 	17.5 	2010/6/30
8318	上場廃止	三井住友銀行	"7,336,000 "	"22,460 "	33.8 	10.5 	2010/6/30
8324	銀行業	第四銀行	"7,150,000 "	"3,069 "	39.8 	17.8 	2010/6/24
8325	銀行業	北越銀行	"6,825,000 "	"1,874 "	42.5 	19.7 	2010/6/23
8326	上場廃止	福岡銀行	"6,441,000 "	"4,398 "	36.7 	14.4 	2010/6/29
8327	銀行業	西日本シティ銀行	"6,449,000 "	"5,345 "	38.5 	15.8 	2010/6/30
8328	銀行業	札幌北洋ホールディングス	"8,012,000 "	15 	46.8 	16.0 	2010/6/25
8329	上場廃止	もみじホールディングス					2006/6/30
8331	銀行業	千葉銀行	"7,295,000 "	"6,119 "	39.5 	16.9 	2010/6/30
8332	銀行業	横浜銀行	"7,261,000 "	"4,285 "	36.3 	13.4 	2010/6/23
8333	銀行業	常陽銀行	"7,077,000 "	"5,154 "	38.3 	16.4 	2010/6/29
8334	銀行業	群馬銀行	"7,274,000 "	"4,232 "	38.5 	15.7 	2010/6/25
8336	銀行業	武蔵野銀行	"6,704,000 "	"3,047 "	40.8 	17.1 	2010/6/29
8337	銀行業	千葉興業銀行	"5,871,000 "	"2,135 "	37.3 	14.6 	2010/6/29
8338	銀行業	筑波銀行	"5,726,000 "	"2,682 "	38.9 	16.6 	2010/6/25
8339	銀行業	東京都民銀行	"6,187,000 "	"2,294 "	36.8 	13.0 	2010/6/29
8340	上場廃止	九州親和ホールディングス	"9,430,000 "	43 	47.5 	24.2 	2007/6/28
8341	銀行業	七十七銀行	"7,601,000 "	"2,709 "	39.5 	17.5 	2010/6/29
8342	銀行業	青森銀行	"6,489,000 "	"2,284 "	40.3 	18.8 	2010/6/25
8343	銀行業	秋田銀行	"6,433,000 "	"2,031 "	36.8 	14.5 	2010/6/30
8344	銀行業	山形銀行	"6,263,000 "	"2,095 "	38.8 	16.3 	2010/6/25
8345	銀行業	岩手銀行	"6,550,000 "	"2,025 "	38.9 	16.9 	2010/6/25
8346	銀行業	東邦銀行	"6,838,000 "	"2,790 "	40.3 	17.7 	2010/6/22
8347	上場廃止	荘内銀行	"4,685,000 "	"1,469 "	36.1 	13.8 	2010/6/23
8349	銀行業	東北銀行	"5,423,000 "	825 	41.2 	18.5 	2010/6/25
8350	銀行業	みちのく銀行	"5,625,000 "	"2,037 "	40.0 	17.1 	2010/6/24
8352	上場廃止	あしぎんフィナンシャルグループ	"4,515,000 "	47 	47.9 	25.0 	2003/6/26
8353	上場廃止	北海道銀行	"6,186,000 "	"3,299 "	39.6 	17.0 	2010/6/28
8354	銀行業	ふくおかフィナンシャルグループ	"8,720,000 "	86 	43.6 	18.9 	2010/6/29
8355	銀行業	静岡銀行	"7,928,000 "	"3,758 "	40.0 	18.3 	2010/6/25
8356	銀行業	十六銀行	"6,463,000 "	"3,392 "	36.0 	13.1 	2010/6/25
8357	上場廃止	北陸銀行	"6,554,000 "	"5,320 "	39.8 	16.9 	2010/6/28
8358	銀行業	スルガ銀行	"7,497,056 "	"1,595 "	40.2 	16.8 	2010/6/24
8359	銀行業	八十二銀行	"6,742,000 "	"4,483 "	38.8 	14.0 	2010/6/25
8360	銀行業	山梨中央銀行	"6,739,000 "	"2,251 "	36.8 	14.0 	2010/6/29
8361	銀行業	大垣共立銀行	"6,629,000 "	"3,572 "	35.6 	13.3 	2010/6/24
8362	銀行業	福井銀行	"5,064,000 "	"1,624 "	38.6 	15.5 	2010/6/28
8363	銀行業	北國銀行	"6,251,000 "	"2,743 "	38.8 	14.4 	2010/6/30
8364	銀行業	清水銀行	"6,291,000 "	"1,378 "	38.6 	14.9 	2010/6/24
8365	銀行業	富山銀行	"4,827,000 "	491 	38.0 	15.6 	2010/6/30
8366	銀行業	滋賀銀行	"6,866,000 "	"3,340 "	35.8 	13.4 	2010/6/10
8367	銀行業	南都銀行	"6,866,000 "	"2,807 "	37.8 	15.8 	2010/6/30
8368	銀行業	百五銀行	"7,105,000 "	"3,493 "	39.0 	15.3 	2010/6/25
8369	銀行業	京都銀行	"6,378,000 "	"3,506 "	35.5 	12.0 	2010/6/30
8370	上場廃止	紀陽銀行	"6,038,000 "	"3,259 "	36.3 	13.8 	2010/6/30
8372	上場廃止	泉州銀行	"5,885,000 "	"1,982 "	32.5 	10.9 	2010/6/30
8374	銀行業	三重銀行	"6,077,000 "	"1,535 "	37.4 	14.6 	2010/6/22
8375	上場廃止	池田銀行	"5,473,000 "	"1,864 "	34.4 	11.6 	2010/6/30
8377	銀行業	ほくほくフィナンシャルグループ	"9,055,000 "	12 	42.0 	17.0 	2010/6/28
8378	上場廃止	きらやかホールディングス	"5,897,000 "	9 	46.5 	23.0 	2008/6/26
8379	銀行業	広島銀行	"6,753,000 "	"4,460 "	38.7 	15.6 	2010/6/30
8380	上場廃止	山口銀行	"7,374,000 "	"3,383 "	37.8 	14.9 	2008/6/27
8381	銀行業	山陰合同銀行	"6,432,000 "	"2,385 "	39.5 	17.3 	2010/6/25
8382	銀行業	中国銀行	"6,695,000 "	"4,455 "	37.1 	15.1 	2010/6/28
8383	銀行業	鳥取銀行	"4,745,000 "	831 	36.3 	15.0 	2010/6/24
8384	上場廃止	東京スター銀行	"7,402,000 "	"1,370 "	40.5 	5.1 	2010/6/29
8385	銀行業	伊予銀行	"7,017,000 "	"3,770 "	36.8 	14.4 	2010/6/30
8386	銀行業	百十四銀行					2010/6/30
8387	銀行業	四国銀行	"6,075,000 "	"2,009 "	41.1 	18.2 	2010/6/29
8388	銀行業	阿波銀行	"7,098,000 "	"1,894 "	41.5 	19.3 	2010/6/29
8390	銀行業	鹿児島銀行	"6,198,000 "	"2,659 "	36.2 	14.1 	2010/6/25
8392	銀行業	大分銀行	"5,753,000 "	"2,649 "	38.4 	16.2 	2010/6/28
8393	銀行業	宮崎銀行	"5,499,000 "	"1,845 "	37.1 	14.1 	2010/6/29
8394	銀行業	肥後銀行	"6,944,000 "	"1,940 "	40.7 	17.2 	2010/6/25
8395	銀行業	佐賀銀行	"6,515,000 "	"1,800 "	39.4 	17.7 	2010/6/29
8396	銀行業	十八銀行	"6,170,000 "	"1,909 "	36.9 	15.6 	2010/6/24
8397	銀行業	沖縄銀行	"5,556,000 "	"1,465 "	38.8 	15.7 	2010/6/25
8398	銀行業	筑邦銀行	"5,141,000 "	779 	36.5 	14.1 	2010/6/30
8399	銀行業	琉球銀行	"5,362,000 "	"1,438 "	40.1 	18.6 	2010/6/25
8403	銀行業	住友信託銀行	"7,108,000 "	"7,364 "	38.8 	11.3 	2010/6/30
8404	銀行業	みずほ信託銀行	"6,903,000 "	"3,798 "	39.0 	12.7 	2010/6/24
8409	銀行業	八千代銀行	"6,134,000 "	"2,084 "	39.2 	15.1 	2010/6/29
8410	銀行業	セブン銀行	"8,454,000 "	541 	42.9 	3.8 	2010/6/18
8411	銀行業	みずほフィナンシャルグループ	"10,055,000 "	325 	39.9 	16.7 	2010/6/23
8415	銀行業	紀陽ホールディングス	"8,535,000 "	77 	42.8 	19.5 	2010/6/30
8416	銀行業	高知銀行	"5,332,000 "	906 	41.0 	18.4 	2010/6/30
8418	銀行業	山口フィナンシャルグループ	"8,814,000 "	26 	42.3 	19.8 	2010/6/30
8423	その他金融業	フィデック	"4,229,194 "	204 	29.5 	3.2 	2010/6/28
8424	その他金融業	芙蓉総合リース	"7,971,000 "	610 	39.1 	14.2 	2010/6/28
8425	その他金融業	興銀リース	"7,011,852 "	610 	38.3 	12.8 	2010/6/24
8426	その他金融業	ニッシン債権回収	"5,388,000 "	56 	40.8 	3.8 	2010/6/28
8432	上場廃止	住信リース	"7,250,000 "	212 	37.0 	7.2 	2006/6/30
8437	上場廃止	ファイナンス・オール	"7,179,641 "	61 	33.5 	1.7 	2005/12/26
8439	その他金融業	東京センチュリーリース	"7,229,896 "	"1,317 "	39.2 	13.6 	2010/6/24
8458	上場廃止	大和ＳＭＢＣキャピタル	"8,767,132 "	185 	40.1 	6.7 	2009/6/26
8462	証券業	フューチャーベンチャーキャピタル	"4,778,017 "	42 	31.3 	4.8 	2010/6/30
8473	証券業	ＳＢＩホールディングス	"7,131,861 "	208 	35.2 	4.0 	2010/6/29
8489	その他金融業	中小企業信用機構	"5,450,000 "	50 	41.0 	4.0 	2009/11/27
8493	上場廃止	インター	"5,752,988 "	127 	39.2 	11.8 	2008/6/23
8507	上場廃止	学研クレジット	"5,736,969 "	260 	37.1 	12.9 	2005/6/24
8508	その他金融業	Ｊトラスト	"5,576,495 "	134 	41.0 	4.3 	2010/6/30
8511	その他金融業	日本証券金融	"9,199,757 "	217 	39.3 	16.4 	2010/6/28
8512	その他金融業	大証金	"6,905,000 "	76 	39.6 	14.8 	2010/6/25
8513	その他金融業	中部証券金融		24 	43.7 	8.6 	2010/6/29
8514	その他金融業	ＲＨインシグノ	"4,313,000 "	17 	40.8 	11.3 	2010/6/28
8515	その他金融業	アイフル	"5,301,000 "	"1,668 "	35.7 	10.4 	2010/6/28
8518	証券業	日本アジア投資	"5,194,875 "	95 	34.2 	6.8 	2010/6/29
8519	その他金融業	ポケットカード	"5,033,000 "	621 	37.6 	8.4 	2010/5/28
8520	上場廃止	きらやか銀行	"5,110,000 "	"1,196 "	40.6 	18.2 	2010/6/25
8521	銀行業	長野銀行	"5,337,000 "	"1,008 "	35.6 	12.9 	2010/6/25
8522	銀行業	名古屋銀行	"6,749,000 "	"2,455 "	38.6 	15.9 	2010/6/30
8527	銀行業	愛知銀行	"6,404,000 "	"2,352 "	38.7 	16.1 	2010/6/29
8528	銀行業	岐阜銀行	"5,044,000 "	764 	39.8 	16.5 	2010/6/25
8529	銀行業	第三銀行	"5,980,000 "	"1,938 "	39.0 	16.5 	2010/6/25
8530	銀行業	中京銀行	"6,212,000 "	"1,683 "	40.2 	17.5 	2010/6/30
8536	銀行業	東日本銀行	"6,131,000 "	"1,546 "	38.3 	15.7 	2010/6/25
8537	銀行業	大光銀行	"5,708,000 "	"1,329 "	41.6 	17.8 	2010/6/25
8539	上場廃止	福岡シティ銀行	"5,221,000 "	"2,140 "	38.8 	16.3 	2004/6/30
8540	銀行業	福岡中央銀行	"5,109,000 "	580 	36.7 	14.5 	2010/6/29
8541	銀行業	愛媛銀行	"5,532,000 "	"1,801 "	36.6 	14.2 	2010/6/29
8542	銀行業	トマト銀行	"5,137,000 "	"1,034 "	38.4 	15.0 	2010/6/30
8543	銀行業	みなと銀行	"5,544,000 "	"2,687 "	40.5 	14.8 	2010/6/30
8544	銀行業	京葉銀行	"6,177,000 "	"1,959 "	37.2 	15.5 	2010/6/29
8545	銀行業	関西アーバン銀行	"5,991,000 "	"3,415 "	38.6 	15.4 	2010/6/30
8550	銀行業	栃木銀行	"6,077,000 "	"2,219 "	37.3 	15.0 	2010/6/29
8551	銀行業	北日本銀行	"4,649,000 "	"1,184 "	38.7 	17.3 	2010/6/24
8552	上場廃止	びわこ銀行	"5,728,000 "	"1,299 "	40.3 	17.6 	2009/6/26
8553	上場廃止	熊本ファミリー銀行	"5,447,000 "	972 	38.6 	15.5 	2010/6/29
8554	銀行業	南日本銀行	"5,206,000 "	954 	38.8 	15.8 	2010/6/29
8556	上場廃止	香川銀行	"5,721,000 "	"1,258 "	38.5 	16.0 	2010/6/25
8558	銀行業	東和銀行	"5,650,000 "	"2,047 "	41.2 	18.4 	2010/6/29
8559	銀行業	豊和銀行	"4,398,000 "	613 	37.7 	14.5 	2010/6/29
8560	銀行業	宮崎太陽銀行	"4,729,000 "	844 	36.0 	14.0 	2010/6/30
8561	上場廃止	徳島銀行	"5,345,000 "	"1,092 "	39.5 	17.9 	2010/6/25
8562	銀行業	福島銀行	"4,356,000 "	781 	41.5 	19.6 	2010/6/23
8563	銀行業	大東銀行	"4,570,000 "	849 	39.3 	17.2 	2010/6/28
8564	その他金融業	武富士	"4,780,082 "	"2,622 "	34.2 	9.7 	2010/6/30
8565	上場廃止	三洋電機クレジット	"5,530,689 "	"1,074 "	38.7 	13.4 	2008/3/21
8566	その他金融業	リコーリース	"5,811,000 "	813 	36.3 	9.8 	2010/6/22
8567	上場廃止	クレディア	"5,027,603 "	355 	35.8 	8.2 	2008/6/27
8568	上場廃止	シンキ	"5,031,248 "	366 	35.9 	10.7 	2009/6/25
8569	上場廃止	ユニコ・コーポレーション	"5,687,000 "	97 	37.0 	7.7 	2006/3/30
8570	その他金融業	イオンクレジットサービス	"4,630,000 "	"3,828 "	31.3 	6.9 	2010/5/12
8571	その他金融業	ＮＩＳグループ	"3,975,000 "	120 	33.8 	7.8 	2010/6/30
8572	その他金融業	アコム	"6,376,000 "	"3,009 "	38.7 	14.1 	2010/6/25
8573	上場廃止	三洋信販	"6,091,000 "	414 	40.3 	13.3 	2010/6/23
8574	その他金融業	プロミス	"5,811,000 "	"2,284 "	35.9 	12.1 	2010/6/23
8577	上場廃止	ロプロ	"4,757,000 "	136 	41.9 	10.3 	2009/7/29
8579	上場廃止	東京リース	"7,710,000 "	762 	39.1 	12.4 	2009/6/17
8583	上場廃止	三菱ＵＦＪニコス	"6,394,000 "	"4,532 "	38.4 	14.4 	2010/6/28
8584	その他金融業	ジャックス	"5,942,000 "	"3,785 "	37.8 	13.6 	2010/6/30
8585	その他金融業	オリエントコーポレーション	"6,288,264 "	"5,629 "	40.9 	16.2 	2010/6/25
8586	その他金融業	日立キャピタル	"6,893,000 "	"2,036 "	41.4 	17.3 	2010/6/22
8588	上場廃止	セントラルファイナンス	"5,773,295 "	"2,858 "	39.5 	14.3 	2009/6/19
8589	その他金融業	アプラスフィナンシャル	"5,097,331 "	"1,809 "	37.7 	12.4 	2010/6/29
8591	その他金融業	オリックス	"6,328,422 "	"3,117 "	37.8 	8.9 	2010/6/29
8592	上場廃止	住商リース	"7,553,120 "	661 	38.0 	12.7 	2007/6/22
8593	その他金融業	三菱ＵＦＪリース	"7,076,000 "	"1,281 "	34.2 	10.2 	2010/6/29
8594	その他金融業	中道リース	"5,032,303 "	126 	38.2 	12.7 	2010/4/9
8595	証券業	ジャフコ	"7,735,481 "	172 	36.7 	11.6 	2010/6/18
8596	その他金融業	九州リースサービス	"6,485,061 "	130 	44.5 	13.6 	2010/6/30
8597	上場廃止	ＳＦＣＧ	"4,228,000 "	307 	30.8 	3.2 	2008/10/27
8599	上場廃止	ＵＦＪセントラルリース	"6,691,000 "	504 	37.6 	10.5 	2007/6/28
8601	証券業	大和証券グループ本社	"7,475,746 "	278 	36.4 	11.0 	2010/6/30
8603	上場廃止	日興コーディアルグループ	"12,254,000 "	191 	41.6 	12.4 	2008/3/31
8604	証券業	野村ホールディングス	"10,606,106 "	50 	39.6 	2.1 	2010/6/29
8606	証券業	みずほ証券	"7,613,000 "	"7,111 "	37.4 	11.8 	2010/6/23
8607	証券業	みずほインベスターズ証券	"6,141,390 "	"2,274 "	36.1 	10.8 	2010/6/29
8609	証券業	岡三証券グループ	"9,413,562 "	11 	51.3 	2.5 	2010/6/30
8611	上場廃止	コスモ証券	"6,355,397 "	943 	38.2 	11.8 	2008/6/26
8613	証券業	丸三証券	"5,277,000 "	"1,055 "	34.3 	10.8 	2010/6/24
8614	証券業	東洋証券	"5,418,000 "	770 	37.8 	12.7 	2010/6/25
8615	上場廃止	三菱ＵＦＪ証券	"7,859,386 "	"7,099 "	38.8 	12.1 	2010/6/28
8616	証券業	東海東京フィナンシャル・ＨＤ	"6,739,347 "	"2,389 "	37.4 	13.0 	2009/6/26
8617	証券業	光世証券	"7,122,000 "	56 	39.8 	14.5 	2010/6/29
8621	上場廃止	ＵＦＪつばさ証券	"7,594,000 "	"2,767 "	38.4 	12.5 	2005/6/29
8622	証券業	水戸証券	"5,772,575 "	747 	39.8 	15.1 	2010/6/28
8623	上場廃止	ＳＭＢＣフレンド証券	"7,009,000 "	"1,766 "	38.1 	13.3 	2006/6/30
8624	証券業	いちよし証券	"5,995,072 "	917 	39.8 	10.0 	2010/6/22
8625	証券業	高木証券	"6,571,097 "	327 	42.2 	14.1 	2010/6/29
8626	上場廃止	マネックス証券	"8,940,710 "	50 	38.0 	2.4 	2004/6/28
8627	上場廃止	イー・トレード	"7,770,340 "	22 	32.4 	1.9 	2003/6/23
8628	証券業	松井証券	"6,878,000 "	282 	36.8 	9.3 	2010/6/21
8691	上場廃止	日本証券代行	"5,632,000 "	485 	39.1 	11.8 	2006/6/26
8692	証券業	だいこう証券ビジネス	"5,769,000 "	640 	43.3 	9.3 	2010/6/29
8696	上場廃止	ＳＢＩ証券	"7,464,609 "	370 	40.3 	16.1 	2007/6/22
8697	その他金融業	大阪証券取引所	"8,218,546 "	215 	42.5 	15.2 	2010/6/22
8698	証券業	マネックスグループ	"9,142,601 "	37 	37.9 	2.3 	2010/6/21
8699	証券業	澤田ホールディングス	"5,209,445 "	2 	36.5 	1.8 	2010/6/30
8700	証券業	丸八証券	"5,549,000 "	159 	40.5 	10.8 	2010/6/21
8701	上場廃止	ＳＢＩイー・トレード証券	"7,015,629 "	689 	41.0 	13.6 	2010/6/22
8702	証券業	スターホールディングス	"4,181,000 "	4 	32.0 	5.5 	2010/6/29
8703	証券業	カブドットコム証券	"6,259,554 "	106 	36.3 	3.8 	2010/6/28
8704	証券業	トレイダーズホールディングス	"6,743,000 "	8 	41.1 	3.5 	2010/6/24
8705	証券業	岡藤ホールディングス	"6,413,089 "	17 	47.0 	2.7 	2010/6/30
8706	証券業	極東証券	"7,805,631 "	257 	40.6 	14.1 	2010/6/30
8707	証券業	岩井コスモホールディングス	"4,773,072 "	333 	36.6 	11.7 	2010/6/30
8708	証券業	藍澤證券	"5,725,587 "	537 	40.0 	13.5 	2010/6/28
8709	証券業	インヴァスト証券	"5,614,352 "	58 	35.9 	4.1 	2010/6/25
8711	証券業	ＦＸプライム	"6,243,000 "	79 	35.6 	3.1 	2010/6/24
8713	銀行業	フィデアホールディングス	"3,101,000 "	20 	45.4 	19.1 	2010/6/25
8714	銀行業	池田泉州ホールディングス	"7,342,000 "	14 	41.4 	18.5 	2010/6/30
8715	保険業	アニコム　ホールディングス	"6,309,000 "	9 	40.3 	3.3 	2010/6/29
8718	その他金融業	ＪＰＮホールディングス	"8,315,000 "	23 	45.5 	11.2 	2010/4/28
8725	保険業	ＭＳ＆ＡＤインシュアランスＧＨ	"14,228,616 "	50 	46.6 	23.0 	2010/6/29
8728	証券業	マネースクウェア・ジャパン	"5,447,355 "	57 	34.6 	3.5 	2010/6/29
8729	保険業	ソニーフィナンシャルホールディングス	"7,771,000 "	37 	42.4 	2.6 	2010/6/28
8732	証券業	マネーパートナーズグループ	"6,676,715 "	17 	37.2 	2.3 	2010/6/23
8734	証券業	アストマックス	"13,587,000 "	56 	36.0 	6.3 	2010/6/25
8735	上場廃止	ＳＢＩフューチャーズ	"5,861,599 "	34 	40.1 	5.2 	2009/6/23
